addresscountryname,city_actual,rating_reviewcount,center1distance,center1label,center2distance,center2label,neighbourhood,price,price_night,s_city,starrating,rating2_ta,rating2_ta_reviewcount,accommodationtype,guestreviewsrating,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday
Austria,Vienna,152,0.5 miles,City centre,3.0 miles,Donauturm,Landstrasse,188,price for 1 night,Vienna,5,4,2015,_ACCOM_TYPE@Hotel,4.3 /5,0,22114,1,50%-75% offer,2017,12,0,1
Austria,Vienna,152,0.5 miles,City centre,3.0 miles,Donauturm,Landstrasse,296,price for 1 night,Vienna,5,4,2015,_ACCOM_TYPE@Hotel,4.3 /5,0,22114,1,15-50% offer,2018,5,1,0
Austria,Vienna,152,0.5 miles,City centre,3.0 miles,Donauturm,Landstrasse,212,price for 1 night,Vienna,5,4,2015,_ACCOM_TYPE@Hotel,4.3 /5,0,22114,1,50%-75% offer,2018,2,1,0
Austria,Vienna,152,0.5 miles,City centre,3.0 miles,Donauturm,Landstrasse,277,price for 1 night,Vienna,5,4,2015,_ACCOM_TYPE@Hotel,4.3 /5,0,22114,1,50%-75% offer,2017,11,1,0
Austria,Vienna,152,0.5 miles,City centre,3.0 miles,Donauturm,Landstrasse,296,price for 1 night,Vienna,5,4,2015,_ACCOM_TYPE@Hotel,4.3 /5,0,22114,1,15-50% offer,2018,6,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,419,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,0,0% no offer,2018,5,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,122,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,1,1-15% offer,2018,1,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,138,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,0,0% no offer,2017,12,0,1
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,122,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,1,1-15% offer,2018,2,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,419,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,0,0% no offer,2018,6,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,419,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,0,0% no offer,2018,3,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,419,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,0,0% no offer,2018,4,1,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,122,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,1,1-15% offer,2017,11,0,0
Austria,Vienna,3,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,138,price for 1 night,Vienna,2,,,_ACCOM_TYPE@Apartment,4 /5,1,22115,0,0% no offer,2017,11,1,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,95,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2017,12,0,1
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,79,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2018,6,1,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,79,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2018,1,1,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,79,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2017,11,1,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,79,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2018,3,1,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,79,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2017,11,0,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,79,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2018,4,1,0
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,483,price for 4 nights,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,0,0% no offer,2017,12,0,1
Austria,Vienna,25,1.6 miles,City centre,3.7 miles,Donauturm,Landstrasse,57,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,2 /5,1,22116,1,15-50% offer,2018,2,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,674,price for 4 nights,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2017,12,0,1
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,82,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,1,15-50% offer,2018,2,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,145,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2018,6,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,134,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2018,5,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,197,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2018,4,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,113,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2017,12,0,1
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,113,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2017,11,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,82,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,1,15-50% offer,2017,11,0,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,124,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,0,0% no offer,2018,3,1,0
Austria,Vienna,181,1.4 miles,City centre,3.1 miles,Donauturm,Landstrasse,93,price for 1 night,Vienna,4,4,395,_ACCOM_TYPE@Hotel,4 /5,0,22117,1,1-15% offer,2018,1,1,0
Austria,Vienna,359,1.7 miles,City centre,3.3 miles,Donauturm,Landstrasse,97,price for 1 night,Vienna,4,4,717,_ACCOM_TYPE@Hotel,4.1 /5,1,22118,0,0% no offer,2018,5,1,0
Austria,Vienna,359,1.7 miles,City centre,3.3 miles,Donauturm,Landstrasse,131,price for 1 night,Vienna,4,4,717,_ACCOM_TYPE@Hotel,4.1 /5,0,22118,0,0% no offer,2018,4,1,0
Austria,Vienna,359,1.7 miles,City centre,3.3 miles,Donauturm,Landstrasse,58,price for 1 night,Vienna,4,4,717,_ACCOM_TYPE@Hotel,4.1 /5,0,22118,1,15-50% offer,2018,1,1,0
Austria,Vienna,359,1.7 miles,City centre,3.3 miles,Donauturm,Landstrasse,94,price for 1 night,Vienna,4,4,717,_ACCOM_TYPE@Hotel,4.1 /5,0,22118,0,0% no offer,2018,6,1,0
Austria,Vienna,359,1.7 miles,City centre,3.3 miles,Donauturm,Landstrasse,58,price for 1 night,Vienna,4,4,717,_ACCOM_TYPE@Hotel,4.1 /5,0,22118,1,15-50% offer,2018,2,1,0
Austria,Vienna,359,1.7 miles,City centre,3.3 miles,Donauturm,Landstrasse,82,price for 1 night,Vienna,4,4,717,_ACCOM_TYPE@Hotel,4.1 /5,1,22118,1,1-15% offer,2017,11,0,0
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,121,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,0,0% no offer,2018,5,1,0
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,543,price for 4 nights,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,0,0% no offer,2017,12,0,1
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,66,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,1,15-50% offer,2018,6,1,0
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,66,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,1,15-50% offer,2017,11,0,0
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,70,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,1,15-50% offer,2017,12,0,1
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,77,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,1,22119,1,15-50% offer,2017,11,1,0
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,66,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,1,15-50% offer,2018,1,1,0
Austria,Vienna,160,1.8 miles,City centre,3.4 miles,Donauturm,Landstrasse,77,price for 1 night,Vienna,3,3.5,203,_ACCOM_TYPE@Hotel,3.9 /5,0,22119,1,15-50% offer,2018,2,1,0
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,169,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,0,0% no offer,2017,11,0,0
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,222,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,0,0% no offer,2018,3,1,0
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,101,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,1,15-50% offer,2018,2,1,0
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,480,price for 4 nights,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,1,1-15% offer,2017,12,0,1
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,101,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,1,15-50% offer,2017,12,0,1
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,138,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,0,0% no offer,2018,6,1,0
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,101,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,1,15-50% offer,2018,1,1,0
Austria,Vienna,303,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,207,price for 1 night,Vienna,4,4,1208,_ACCOM_TYPE@Hotel,4.1 /5,0,22120,0,0% no offer,2018,5,1,0
Austria,Vienna,3,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,1091,price for 4 nights,Vienna,3,,,_ACCOM_TYPE@Apartment,4.6 /5,1,22121,0,0% no offer,2017,12,0,1
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,57,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2018,2,1,0
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,75,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2018,5,1,0
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,73,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,0,22122,0,0% no offer,2017,12,0,1
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,57,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2018,1,1,0
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,75,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2018,4,1,0
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,71,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2018,3,1,0
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,75,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2018,6,1,0
Austria,Vienna,254,0.8 miles,City centre,2.7 miles,Donauturm,Landstrasse,59,price for 1 night,Vienna,3,3.5,189,_ACCOM_TYPE@Guest House,3.7 /5,1,22122,0,0% no offer,2017,11,0,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,109,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,1,22123,0,0% no offer,2018,6,1,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,109,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,0,0% no offer,2017,11,0,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,120,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,1,22123,0,0% no offer,2018,5,1,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,97,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,1,1-15% offer,2018,2,1,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,104,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,1,1-15% offer,2018,1,1,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,480,price for 4 nights,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,0,0% no offer,2017,12,0,1
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,141,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,0,0% no offer,2017,11,1,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,102,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,0,0% no offer,2018,4,1,0
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,109,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,0,0% no offer,2017,12,0,1
Austria,Vienna,173,1.5 miles,City centre,3.8 miles,Donauturm,Landstrasse,97,price for 1 night,Vienna,4,4,666,_ACCOM_TYPE@Hotel,4.1 /5,0,22123,1,1-15% offer,2018,3,1,0
Austria,Wien,10,1.0 mile,City centre,2.8 miles,Donauturm,Landstrasse,180,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,4.8 /5,1,22124,0,0% no offer,2018,5,1,0
Austria,Wien,10,1.0 mile,City centre,2.8 miles,Donauturm,Landstrasse,180,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,4.8 /5,1,22124,0,0% no offer,2018,6,1,0
Austria,Wien,10,1.0 mile,City centre,2.8 miles,Donauturm,Landstrasse,180,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,4.8 /5,1,22124,0,0% no offer,2018,3,1,0
Austria,Wien,10,1.0 mile,City centre,2.8 miles,Donauturm,Landstrasse,180,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,4.8 /5,1,22124,0,0% no offer,2018,4,1,0
Austria,Wien,10,1.0 mile,City centre,2.8 miles,Donauturm,Landstrasse,180,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,4.8 /5,1,22124,0,0% no offer,2018,1,1,0
Austria,Wien,10,1.0 mile,City centre,2.8 miles,Donauturm,Landstrasse,180,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,4.8 /5,1,22124,0,0% no offer,2018,2,1,0
Austria,Vienna,114,0.7 miles,City centre,2.6 miles,Donauturm,Landstrasse,104,price for 1 night,Vienna,3,3,72,_ACCOM_TYPE@Hotel,3.4 /5,1,22125,0,0% no offer,2017,11,1,0
Austria,Vienna,114,0.7 miles,City centre,2.6 miles,Donauturm,Landstrasse,104,price for 1 night,Vienna,3,3,72,_ACCOM_TYPE@Hotel,3.4 /5,1,22125,0,0% no offer,2017,11,0,0
Austria,Vienna,114,0.7 miles,City centre,2.6 miles,Donauturm,Landstrasse,104,price for 1 night,Vienna,3,3,72,_ACCOM_TYPE@Hotel,3.4 /5,1,22125,0,0% no offer,2017,12,0,1
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,179,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,0,0% no offer,2018,4,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,188,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,0,0% no offer,2018,5,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,106,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,1,15-50% offer,2018,2,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,106,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,1,15-50% offer,2018,1,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,109,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,1,15-50% offer,2018,6,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,114,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,1,15-50% offer,2018,3,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,145,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,0,22126,1,15-50% offer,2017,11,0,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,721,price for 4 nights,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,1,22126,0,0% no offer,2017,12,0,1
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,184,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,1,22126,0,0% no offer,2017,11,1,0
Austria,Vienna,249,0.9 miles,City centre,2.5 miles,Donauturm,Landstrasse,123,price for 1 night,Vienna,3.5,4.5,730,_ACCOM_TYPE@Hotel,4.3 /5,1,22126,1,15-50% offer,2017,12,0,1
Austria,Vienna,1,1.4 miles,City centre,3.6 miles,Donauturm,Landstrasse,58,price for 1 night,Vienna,3.5,,,_ACCOM_TYPE@Apartment,2 /5,1,22127,0,0% no offer,2017,11,0,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,494,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2018,4,1,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,142,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2018,1,1,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,439,price for 4 nights,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,1,15-50% offer,2017,12,0,1
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,494,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2018,3,1,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,207,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2017,11,1,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,494,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2018,5,1,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,236,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2017,12,0,1
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,494,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2018,6,1,0
Austria,Vienna,5,1.5 miles,City centre,3.6 miles,Donauturm,Landstrasse,142,price for 1 night,Vienna,3,,,_ACCOM_TYPE@Apartment,3.5 /5,1,22128,0,0% no offer,2018,2,1,0
Austria,Vienna,6,1.3 miles,City centre,3.4 miles,Donauturm,Landstrasse,107,price for 1 night,Vienna,4,,,_ACCOM_TYPE@Vacation home Condo,4.3 /5,1,22129,1,15-50% offer,2017,11,0,0
Austria,Vienna,6,1.3 miles,City centre,3.4 miles,Donauturm,Landstrasse,107,price for 1 night,Vienna,4,,,_ACCOM_TYPE@Vacation home Condo,4.3 /5,1,22129,1,15-50% offer,2018,2,1,0
Austria,Vienna,6,1.3 miles,City centre,3.4 miles,Donauturm,Landstrasse,107,price for 1 night,Vienna,4,,,_ACCOM_TYPE@Vacation home Condo,4.3 /5,1,22129,1,15-50% offer,2017,11,1,0
Austria,Vienna,6,1.3 miles,City centre,3.4 miles,Donauturm,Landstrasse,107,price for 1 night,Vienna,4,,,_ACCOM_TYPE@Vacation home Condo,4.3 /5,1,22129,1,15-50% offer,2018,4,1,0
Austria,Vienna,6,1.3 miles,City centre,3.4 miles,Donauturm,Landstrasse,133,price for 1 night,Vienna,4,,,_ACCOM_TYPE@Vacation home Condo,4.3 /5,1,22129,0,0% no offer,2018,6,1,0
Austria,Vienna,13,0.8 miles,City centre,2.1 miles,Donauturm,Landstrasse,92,price for 1 night,Vienna,3,3.5,183,_ACCOM_TYPE@Hotel,3.5 /5,1,22130,1,50%-75% offer,2018,1,1,0
Austria,Vienna,13,0.8 miles,City centre,2.1 miles,Donauturm,Landstrasse,133,price for 1 night,Vienna,3,3.5,183,_ACCOM_TYPE@Hotel,3.5 /5,1,22130,1,15-50% offer,2018,6,1,0
Austria,Vienna,13,0.8 miles,City centre,2.1 miles,Donauturm,Landstrasse,116,price for 1 night,Vienna,3,3.5,183,_ACCOM_TYPE@Hotel,3.5 /5,1,22130,1,15-50% offer,2018,2,1,0
Austria,Vienna,13,0.8 miles,City centre,2.1 miles,Donauturm,Landstrasse,85,price for 1 night,Vienna,3,3.5,183,_ACCOM_TYPE@Hotel,3.5 /5,1,22130,1,50%-75% offer,2017,11,0,0
Austria,Vienna,13,0.8 miles,City centre,2.1 miles,Donauturm,Landstrasse,167,price for 1 night,Vienna,3,3.5,183,_ACCOM_TYPE@Hotel,3.5 /5,1,22130,1,15-50% offer,2018,5,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,184,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,1-15% offer,2017,11,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,154,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,15-50% offer,2018,1,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,1630,price for 4 nights,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,0,0% no offer,2017,12,0,1
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,154,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,15-50% offer,2018,4,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,407,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,0,0% no offer,2017,12,0,1
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,179,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,1-15% offer,2018,5,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,179,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,1-15% offer,2018,6,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,184,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,1-15% offer,2017,11,0,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,154,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,15-50% offer,2018,2,1,0
Austria,Vienna,18,0.7 miles,City centre,2.2 miles,Donauturm,Landstrasse,154,price for 1 night,Vienna,4,4,5,_ACCOM_TYPE@Apartment,4.5 /5,1,22131,1,15-50% offer,2018,3,1,0
Austria,Vienna,497,1.0 mile,City centre,3.3 miles,Donauturm,Landstrasse,129,price for 1 night,Vienna,4.5,4,1060,_ACCOM_TYPE@Hotel,4.1 /5,0,22132,1,15-50% offer,2017,12,0,1
Austria,Vienna,497,1.0 mile,City centre,3.3 miles,Donauturm,Landstrasse,581,price for 4 nights,Vienna,4.5,4,1060,_ACCOM_TYPE@Hotel,4.1 /5,0,22132,1,15-50% offer,2017,12,0,1
Austria,Vienna,497,1.0 mile,City centre,3.3 miles,Donauturm,Landstrasse,129,price for 1 night,Vienna,4.5,4,1060,_ACCOM_TYPE@Hotel,4.1 /5,0,22132,1,15-50% offer,2018,1,1,0
Austria,Vienna,497,1.0 mile,City centre,3.3 miles,Donauturm,Landstrasse,145,price for 1 night,Vienna,4.5,4,1060,_ACCOM_TYPE@Hotel,4.1 /5,0,22132,1,15-50% offer,2018,4,1,0
